170,26,3049,4
170,159,2697,1
170,95,4360,7
170,95,4360,7
170,40,470,2
170,40,470,2
170,2,4506,7
170,12,857,7
170,12,857,7
170,12,857,7
170,12,857,7
170,12,857,7
170,12,857,6
170,12,857,1
170,12,857,1
170,12,857,6
170,12,857,7
170,12,857,7
170,12,857,4
170,12,857,7
170,12,857,3
170,12,857,1
170,12,857,1
170,12,857,1
171,12,450,7
171,12,450,1
171,12,450,2
58,26,1082,6
58,26,1082,1
58,114,1738,7
58,89,1538,1
58,89,1538,3
58,57,433,4
58,34,710,4
58,143,889,4
25,26,579,7
25,26,579,1
25,26,579,1
25,26,579,7
25,26,579,1
25,26,579,4
25,26,579,2
25,26,579,1
25,26,579,1
25,26,579,1
25,26,579,2
25,26,579,2
25,26,579,1
25,81,1630,4
25,68,1981,3
25,68,1981,3
25,68,1981,3
25,68,1981,3
25,68,1981,3
25,42,1435,4
25,95,1642,7
25,112,1084,2
25,112,1084,2
25,112,1084,2
25,112,1084,2
25,112,1084,2
25,112,1084,2
25,89,1931,4
25,21,744,7
25,111,1046,2
25,175,1261,1
25,175,1261,2
25,175,1261,2
25,175,1261,1
25,1,2742,6
25,1,2742,1
25,2,1650,2
25,2,1650,3
25,109,1228,4
25,109,1228,3
25,117,2250,2
25,129,560,7
25,55,426,2
25,55,426,2
25,55,426,2
25,55,426,2
25,55,426,2
25,55,426,2
25,54,818,1
25,54,818,2
25,54,818,1
25,54,818,2
25,104,1249,7
25,12,2085,3
25,157,886,3
25,157,886,3
25,157,886,3
25,157,886,3
25,157,886,6
25,157,886,1
19,26,3000,2
19,26,3000,1
19,68,1730,7
19,95,2172,3
19,89,373,4
19,89,373,1
19,89,373,1
19,89,373,1
19,89,373,7
19,89,373,3
19,117,1515,4
27,26,2378,7
27,26,2378,1
27,26,2378,6
27,26,2378,6
27,26,2378,1
27,166,1042,7
27,81,1216,4
27,159,1070,4
27,159,1070,1
27,159,1070,5
27,159,1070,2
27,159,1070,2
27,159,1070,1
27,159,1070,3
27,159,1070,3
27,159,1070,3
27,159,1070,3
27,159,1070,3
27,68,606,7
27,99,439,7
27,145,629,3
27,145,629,3
27,145,629,3
27,145,629,3
27,145,629,3
27,42,3300,4
27,42,3300,2
27,114,205,3
27,95,1706,4
27,95,1706,3
27,89,848,7
27,8,1094,7
27,31,1058,2
27,2,1670,7
27,2,1670,7
27,2,1670,7
27,2,1670,7
27,2,1670,1
27,2,1670,6
27,109,3147,4
27,109,3147,3
27,117,574,7
27,54,2095,2
27,104,1160,4
27,143,2000,7
27,157,1886,6
27,157,1886,1
27,157,1886,2
27,157,1886,2
27,154,722,3
26,170,3049,4
26,58,1082,7
26,176,651,6
26,176,651,6
26,19,3000,1
26,19,3000,1
26,19,3000,1
26,25,579,7
26,25,579,1
26,25,579,1
26,25,579,3
26,25,579,4
26,25,579,1
26,25,579,2
26,25,579,2
26,25,579,1
26,25,579,6
26,25,579,2
26,25,579,2
26,25,579,1
26,27,2378,4
26,27,2378,1
26,27,2378,5
26,27,2378,7
26,168,1196,7
26,165,933,7
26,165,933,7
26,165,933,7
26,165,933,3
26,165,933,3
26,165,933,3
26,165,933,3
26,165,933,7
26,165,933,7
26,165,933,4
26,165,933,4
26,165,933,4
26,165,933,3
26,165,933,3
26,165,933,7
26,165,933,7
26,165,933,7
26,165,933,7
26,165,933,7
26,66,1435,1
26,66,1435,1
26,66,1435,5
26,66,1435,5
26,166,1446,7
26,166,1446,2
26,166,1446,5
26,166,1446,2
26,166,1446,7
26,166,1446,7
26,166,1446,7
26,166,1446,7
26,166,1446,7
26,166,1446,7
26,166,1446,7
26,166,1446,7
26,167,665,2
26,167,665,1
26,167,665,1
26,167,665,1
26,167,665,2
26,65,1016,7
26,65,1016,7
26,94,387,7
26,94,387,7
26,81,1697,7
26,81,1697,7
26,81,1697,7
26,81,1697,7
26,81,1697,7
26,81,1697,7
26,81,1697,7
26,81,1697,7
26,81,1697,7
26,81,1697,7
26,81,1697,7
26,81,1697,2
26,81,1697,2
26,81,1697,2
26,81,1697,2
26,81,1697,3
26,81,1697,3
26,81,1697,7
26,81,1697,4
26,147,338,7
26,147,338,7
26,147,338,7
26,159,1640,7
26,159,1640,7
26,159,1640,7
26,159,1640,7
26,159,1640,3
26,159,1640,4
26,159,1640,4
26,159,1640,7
26,159,1640,7
26,159,1640,7
26,159,1640,7
26,159,1640,2
26,159,1640,2
26,159,1640,2
26,159,1640,2
26,159,1640,2
26,159,1640,1
26,159,1640,2
26,159,1640,2
26,159,1640,2
26,159,1640,5
26,159,1640,2
